scenario,budget,paddock,elevation,te_count,native_cover_pct,alternative,alternative_name,roadside_built,fixed,cost,te_score,habitat_score,rancher_score,hunter_score,recreationist_score,fire_risk_reduction
Conservation priority,20000000,2,Makai,3.0,0.14173,7,7: full restoration,False,False,1765902.968676,1.0,1.0,0.3333333333333333,0.4444444444444444,1.0,0.0278348740026
Conservation priority,20000000,3,Makai,9.0,1.542957,4,4: fence + fuelbreak + remove cattle,False,False,543880.338968,0.4668872142475193,0.4668872142475193,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.0137463413853125
Conservation priority,20000000,4,Makai,8.0,0.902437,7,7: full restoration,False,False,1772838.577836,1.0,1.0,0.3333333333333333,0.4444444444444444,1.0,0.01137804382805
Conservation priority,20000000,5,Makai,58.0,1.647397,4,4: fence + fuelbreak + remove cattle,False,False,906962.9822219999,0.407859150766767,0.407859150766767,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.0112084817105625
Conservation priority,20000000,6,Makai,6.0,0.397277,4,4: fence + fuelbreak + remove cattle,False,False,958827.220319,0.46724623886714717,0.46724623886714717,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.0173046738696
Conservation priority,20000000,7,Makai,28.0,0.376842,4,4: fence + fuelbreak + remove cattle,False,False,915650.3311399999,0.4746154607869464,0.4746154607869464,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.0185767869042
Conservation priority,20000000,8,Makai,216.0,0.151658,4,4: fence + fuelbreak + remove cattle,False,False,703316.802841,0.4393946129889147,0.4393946129889147,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.01457709890875
Conservation priority,20000000,9,Makai,580.0,1.849683,7,7: full restoration,False,True,3896204.243028,1.0,1.0,-4.0,-4.0,9.0,0.012398781209800001
Conservation priority,20000000,10,Makai,2.0,0.359382,4,4: fence + fuelbreak + remove cattle,False,False,847549.746576,0.40102991561987494,0.40102991561987494,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.0073433784927
Conservation priority,20000000,11,Middle,4.0,0.023327,11,11: no change,False,False,0.0,0.15499377331882702,0.15499377331882702,0.5,0.6666666666666666,0.0,0.0
Conservation priority,20000000,12,Middle,5.0,1.376907,4,4: fence + fuelbreak + remove cattle,False,False,823798.698198,0.41286460677813125,0.41286460677813125,0.16666666666666666,0.4444444444444444,0.1111111111111111,0.00752927912495
Conservation priority,20000000,13,Middle,1.0,0.053414,4,4: fence + fuelbreak + remove cattle,False,False,754935.6952199999,0.42511269666542045,0.42511269666542045,0.16666666666666666,0.4444444444444444,0.1111111111111111,0.0106438269952
Conservation priority,20000000,14,Middle,2.0,1.979633,4,4: fence + fuelbreak + remove cattle,False,False,675791.9152199998,0.41993440928792847,0.41993440928792847,0.16666666666666666,0.4444444444444444,0.1111111111111111,0.0090351923703
Conservation priority,20000000,15,Middle,0.0,2.936385,11,11: no change,False,False,0.0,0.0,0.0358082525524048,0.5,0.6666666666666666,0.0,0.0
Conservation priority,20000000,16,Mauka,2.0,0.228544,11,11: no change,False,False,0.0,0.16498039166083991,0.16498039166083991,0.5,0.6666666666666666,0.0,0.0
Conservation priority,20000000,17,Mauka,13.0,0.808116,4,4: fence + fuelbreak + remove cattle,False,False,602616.797734,0.4588095595699386,0.4588095595699386,0.0,0.3333333333333333,0.2222222222222222,0.00723615694485
Conservation priority,20000000,18,Mauka,21.0,4.076177,4,4: fence + fuelbreak + remove cattle,False,False,668248.045969,0.463225132969855,0.463225132969855,0.0,0.3333333333333333,0.2222222222222222,0.0088579123990625
Conservation priority,20000000,19,Mauka,28.0,8.64908,7,7: full restoration,False,False,1949178.013702,1.0,1.0,0.0,0.0,0.6666666666666666,0.0082413344888
Conservation priority,20000000,20,Mauka,5.0,0.176797,7,7: full restoration,False,False,925810.5096959999,1.0,1.0,0.0,0.0,0.6666666666666666,0.009156074086499998
Conservation priority,20000000,21,Mauka,16.0,12.400562,4,4: fence + fuelbreak + remove cattle,False,False,627694.725568,0.4626649851409007,0.4626649851409007,0.0,0.3333333333333333,0.2222222222222222,0.011794161028
Conservation priority,20000000,22,Mauka,6.0,2.626016,4,4: fence + fuelbreak + remove cattle,False,False,652397.948563,0.4345976640371664,0.4345976640371664,0.0,0.3333333333333333,0.2222222222222222,0.01220469261635
Conservation priority,40000000,1,Makai,0.0,0.568207,7,7: full restoration,False,False,1994684.983076,0.0,1.0,0.3333333333333333,0.4444444444444444,1.0,0.0167353525776
Conservation priority,40000000,2,Makai,3.0,0.14173,7,7: full restoration,False,False,1765902.968676,1.0,1.0,0.3333333333333333,0.4444444444444444,1.0,0.0278348740026
Conservation priority,40000000,3,Makai,9.0,1.542957,7,7: full restoration,False,False,2048559.9606,1.0,1.0,0.3333333333333333,0.4444444444444444,1.0,0.016183133392475
Conservation priority,40000000,4,Makai,8.0,0.902437,7,7: full restoration,False,False,1772838.577836,1.0,1.0,0.3333333333333333,0.4444444444444444,1.0,0.01137804382805
Conservation priority,40000000,5,Makai,58.0,1.647397,4,4: fence + fuelbreak + remove cattle,False,False,906962.9822219999,0.407859150766767,0.407859150766767,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.0112084817105625
Conservation priority,40000000,6,Makai,6.0,0.397277,4,4: fence + fuelbreak + remove cattle,False,False,958827.220319,0.46724623886714717,0.46724623886714717,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.0173046738696
Conservation priority,40000000,7,Makai,28.0,0.376842,4,4: fence + fuelbreak + remove cattle,False,False,915650.3311399999,0.4746154607869464,0.4746154607869464,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.0185767869042
Conservation priority,40000000,8,Makai,216.0,0.151658,7,7: full restoration,False,False,3324988.721202,1.0,1.0,0.3333333333333333,0.4444444444444444,1.0,0.020537726758850003
Conservation priority,40000000,9,Makai,580.0,1.849683,7,7: full restoration,False,True,3896204.243028,1.0,1.0,-4.0,-4.0,9.0,0.012398781209800001
Conservation priority,40000000,10,Makai,2.0,0.359382,7,7: full restoration,False,False,3540459.4501688,1.0,1.0,0.3333333333333333,0.4444444444444444,1.0,0.00957359523835
Conservation priority,40000000,11,Middle,4.0,0.023327,6,6: Alt5 + weed control around T&E,False,False,1179441.580318,0.5698698626155967,0.5698698626155967,0.16666666666666666,0.2222222222222222,0.1111111111111111,0.004233212591035
Conservation priority,40000000,12,Middle,5.0,1.376907,4,4: fence + fuelbreak + remove cattle,False,False,823798.698198,0.41286460677813125,0.41286460677813125,0.16666666666666666,0.4444444444444444,0.1111111111111111,0.00752927912495
Conservation priority,40000000,13,Middle,1.0,0.053414,4,4: fence + fuelbreak + remove cattle,False,False,754935.6952199999,0.42511269666542045,0.42511269666542045,0.16666666666666666,0.4444444444444444,0.1111111111111111,0.0106438269952
Conservation priority,40000000,14,Middle,2.0,1.979633,5,5: fence + fuelbreak + remove cattle + remove ungulates,False,False,1094233.58864,0.5599125457172379,0.5599125457172379,0.16666666666666666,0.2222222222222222,0.1111111111111111,0.0090351923703
Conservation priority,40000000,15,Middle,0.0,2.936385,7,7: full restoration,False,False,1680434.40818,0.0,1.0,0.16666666666666666,0.2222222222222222,0.3333333333333333,0.008965560912787501
Conservation priority,40000000,16,Mauka,2.0,0.228544,7,7: full restoration,False,False,2053707.6928078,1.0,1.0,0.0,0.0,0.6666666666666666,0.0031737553436150005
Conservation priority,40000000,17,Mauka,13.0,0.808116,7,7: full restoration,False,False,1853228.690414,1.0,1.0,0.0,0.0,0.6666666666666666,0.005095936366750001
Conservation priority,40000000,18,Mauka,21.0,4.076177,7,7: full restoration,False,False,2059505.089578,1.0,1.0,0.0,0.0,0.6666666666666666,0.006428542750987502
Conservation priority,40000000,19,Mauka,28.0,8.64908,7,7: full restoration,False,False,1949178.013702,1.0,1.0,0.0,0.0,0.6666666666666666,0.0082413344888
Conservation priority,40000000,20,Mauka,5.0,0.176797,7,7: full restoration,False,False,925810.5096959999,1.0,1.0,0.0,0.0,0.6666666666666666,0.009156074086499998
Conservation priority,40000000,21,Mauka,16.0,12.400562,7,7: full restoration,False,False,2070067.255818,1.0,1.0,0.0,0.0,0.6666666666666666,0.012323075167850002
Conservation priority,40000000,22,Mauka,6.0,2.626016,7,7: full restoration,False,False,2315086.461794,1.0,1.0,0.0,0.0,0.6666666666666666,0.01556158602045
Conservation priority,60000000,1,Makai,0.0,0.568207,7,7: full restoration,False,False,1994684.983076,0.0,1.0,0.3333333333333333,0.4444444444444444,1.0,0.0167353525776
Conservation priority,60000000,2,Makai,3.0,0.14173,7,7: full restoration,False,False,1765902.968676,1.0,1.0,0.3333333333333333,0.4444444444444444,1.0,0.0278348740026
Conservation priority,60000000,3,Makai,9.0,1.542957,7,7: full restoration,False,False,2048559.9606,1.0,1.0,0.3333333333333333,0.4444444444444444,1.0,0.016183133392475
Conservation priority,60000000,4,Makai,8.0,0.902437,7,7: full restoration,False,False,1772838.577836,1.0,1.0,0.3333333333333333,0.4444444444444444,1.0,0.01137804382805
Conservation priority,60000000,5,Makai,58.0,1.647397,7,7: full restoration,False,False,4592564.839284,1.0,1.0,0.3333333333333333,0.4444444444444444,1.0,0.015659909322425003
Conservation priority,60000000,6,Makai,6.0,0.397277,6,6: Alt5 + weed control around T&E,False,False,1537234.3090636,0.5660586748573183,0.5660586748573183,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.0173061696523
Conservation priority,60000000,7,Makai,28.0,0.376842,7,7: full restoration,False,False,4669799.65136,1.0,1.0,0.3333333333333333,0.4444444444444444,1.0,0.025719518826500004
Conservation priority,60000000,8,Makai,216.0,0.151658,7,7: full restoration,False,False,3324988.721202,1.0,1.0,0.3333333333333333,0.4444444444444444,1.0,0.020537726758850003
Conservation priority,60000000,9,Makai,580.0,1.849683,7,7: full restoration,False,True,3896204.243028,1.0,1.0,-4.0,-4.0,9.0,0.012398781209800001
Conservation priority,60000000,10,Makai,2.0,0.359382,7,7: full restoration,False,False,3540459.4501688,1.0,1.0,0.3333333333333333,0.4444444444444444,1.0,0.00957359523835
Conservation priority,60000000,11,Middle,4.0,0.023327,7,7: full restoration,False,False,3596740.135317999,1.0,1.0,0.16666666666666666,0.2222222222222222,0.3333333333333333,0.00432406671464
Conservation priority,60000000,12,Middle,5.0,1.376907,7,7: full restoration,False,False,4447194.47538,1.0,1.0,0.16666666666666666,0.2222222222222222,0.3333333333333333,0.0087647050527
Conservation priority,60000000,13,Middle,1.0,0.053414,7,7: full restoration,False,False,3857354.7889272,1.0,1.0,0.16666666666666666,0.2222222222222222,0.3333333333333333,0.012754674421650002
Conservation priority,60000000,14,Middle,2.0,1.979633,7,7: full restoration,False,False,3131783.4280568,1.0,1.0,0.16666666666666666,0.2222222222222222,0.3333333333333333,0.0097031031866
Conservation priority,60000000,15,Middle,0.0,2.936385,7,7: full restoration,False,False,1680434.40818,0.0,1.0,0.16666666666666666,0.2222222222222222,0.3333333333333333,0.008965560912787501
Conservation priority,60000000,16,Mauka,2.0,0.228544,7,7: full restoration,False,False,2053707.6928078,1.0,1.0,0.0,0.0,0.6666666666666666,0.0031737553436150005
Conservation priority,60000000,17,Mauka,13.0,0.808116,7,7: full restoration,False,False,1853228.690414,1.0,1.0,0.0,0.0,0.6666666666666666,0.005095936366750001
Conservation priority,60000000,18,Mauka,21.0,4.076177,7,7: full restoration,False,False,2059505.089578,1.0,1.0,0.0,0.0,0.6666666666666666,0.006428542750987502
Conservation priority,60000000,19,Mauka,28.0,8.64908,7,7: full restoration,False,False,1949178.013702,1.0,1.0,0.0,0.0,0.6666666666666666,0.0082413344888
Conservation priority,60000000,20,Mauka,5.0,0.176797,7,7: full restoration,False,False,925810.5096959999,1.0,1.0,0.0,0.0,0.6666666666666666,0.009156074086499998
Conservation priority,60000000,21,Mauka,16.0,12.400562,7,7: full restoration,False,False,2070067.255818,1.0,1.0,0.0,0.0,0.6666666666666666,0.012323075167850002
Conservation priority,60000000,22,Mauka,6.0,2.626016,7,7: full restoration,False,False,2315086.461794,1.0,1.0,0.0,0.0,0.6666666666666666,0.01556158602045
T&E emphasis,5000000,1,Makai,0.0,0.568207,11,11: no change,True,False,0.0,0.0,0.0,0.5,0.6666666666666666,0.0,0.005897262373399999
T&E emphasis,5000000,2,Makai,3.0,0.14173,11,11: no change,True,False,0.0,0.0,0.0,0.5,0.6666666666666666,0.0,0.008879001428099997
T&E emphasis,5000000,3,Makai,9.0,1.542957,11,11: no change,True,False,0.0,0.0,0.0,0.5,0.6666666666666666,0.0,0.005498536554124998
T&E emphasis,5000000,4,Makai,8.0,0.902437,11,11: no change,True,False,0.0,0.0792989098401836,0.0792989098401836,0.5,0.6666666666666666,0.0,0.0036813898105199985
T&E emphasis,5000000,5,Makai,58.0,1.647397,11,11: no change,True,False,0.0,0.03547728015023172,0.03547728015023172,0.5,0.6666666666666666,0.0,0.004483392684224999
T&E emphasis,5000000,6,Makai,6.0,0.397277,11,11: no change,True,False,0.0,0.0,0.0,0.5,0.6666666666666666,0.0,0.00692186954784
T&E emphasis,5000000,7,Makai,28.0,0.376842,11,11: no change,True,False,0.0,0.0,0.0,0.5,0.6666666666666666,0.0,0.007430714761679998
T&E emphasis,5000000,8,Makai,216.0,0.151658,11,11: no change,True,False,0.0,0.0,0.0,0.5,0.6666666666666666,0.0,0.0058308395634999975
T&E emphasis,5000000,9,Makai,580.0,1.849683,7,7: full restoration,True,True,3896204.243028,1.0,1.0,-4.0,-4.0,9.0,0.01360741758358
T&E emphasis,5000000,10,Makai,2.0,0.359382,11,11: no change,True,False,0.0,0.11824067243097242,0.11824067243097242,0.5,0.6666666666666666,0.0,0.0029373513970799986
T&E emphasis,5000000,11,Middle,4.0,0.023327,11,11: no change,True,False,0.0,0.19218149272972923,0.19218149272972923,0.5,0.6666666666666666,0.0,0.0016922086307549992
T&E emphasis,5000000,12,Middle,5.0,1.376907,11,11: no change,True,False,0.0,0.1167773454001842,0.1167773454001842,0.5,0.6666666666666666,0.0,0.003011711649979999
T&E emphasis,5000000,13,Middle,1.0,0.053414,11,11: no change,True,False,0.0,0.049103319662106765,0.049103319662106765,0.5,0.6666666666666666,0.0,0.00425753079808
T&E emphasis,5000000,14,Middle,2.0,1.979633,11,11: no change,True,False,0.0,0.08554225049075949,0.08554225049075949,0.5,0.6666666666666666,0.0,0.00361407694812
T&E emphasis,5000000,15,Middle,0.0,2.936385,11,11: no change,True,False,0.0,0.0,0.10569211296489418,0.5,0.6666666666666666,0.0,0.0032335528229399998
T&E emphasis,5000000,16,Mauka,2.0,0.228544,11,11: no change,True,False,0.0,0.2000892519687673,0.2000892519687673,0.5,0.6666666666666666,0.0,0.001627318648204
T&E emphasis,5000000,17,Mauka,13.0,0.808116,11,11: no change,True,False,0.0,0.1326572902679764,0.1326572902679764,0.5,0.6666666666666666,0.0,0.0028944627779399993
T&E emphasis,5000000,18,Mauka,21.0,4.076177,11,11: no change,True,False,0.0,0.09582825796713683,0.09582825796713683,0.5,0.6666666666666666,0.0,0.003543164959624999
T&E emphasis,5000000,19,Mauka,28.0,8.64908,11,11: no change,True,False,0.0,0.09077496126482044,0.09077496126482044,0.5,0.6666666666666666,0.0,0.0035663500952199997
T&E emphasis,5000000,20,Mauka,5.0,0.176797,7,7: full restoration,True,False,925810.5096959999,1.0,1.0,0.0,0.0,0.6666666666666666,0.010818091095239998
T&E emphasis,5000000,21,Mauka,16.0,12.400562,11,11: no change,True,False,0.0,0.025760090805756822,0.025760090805756822,0.5,0.6666666666666666,0.0,0.0047176644111999975
T&E emphasis,5000000,22,Mauka,6.0,2.626016,11,11: no change,True,False,0.0,0.015850579251605202,0.015850579251605202,0.5,0.6666666666666666,0.0,0.004881877046539997
T&E emphasis,10000000,1,Makai,0.0,0.568207,11,11: no change,True,False,0.0,0.0,0.0,0.5,0.6666666666666666,0.0,0.005897262373399999
T&E emphasis,10000000,2,Makai,3.0,0.14173,7,7: full restoration,True,False,1765902.968676,1.0,1.0,0.3333333333333333,0.4444444444444444,1.0,0.031146900630179997
T&E emphasis,10000000,3,Makai,9.0,1.542957,4,4: fence + fuelbreak + remove cattle,True,False,543880.338968,0.41612555060165013,0.41612555060165013,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.016495609662374996
T&E emphasis,10000000,4,Makai,8.0,0.902437,4,4: fence + fuelbreak + remove cattle,True,False,460198.982248,0.40899129382579014,0.40899129382579014,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.011044169431559999
T&E emphasis,10000000,5,Makai,58.0,1.647397,11,11: no change,True,False,0.0,0.03547728015023172,0.03547728015023172,0.5,0.6666666666666666,0.0,0.004483392684224999
T&E emphasis,10000000,6,Makai,6.0,0.397277,11,11: no change,True,False,0.0,0.0,0.0,0.5,0.6666666666666666,0.0,0.00692186954784
T&E emphasis,10000000,7,Makai,28.0,0.376842,4,4: fence + fuelbreak + remove cattle,True,False,915650.3311399999,0.4309475850472876,0.4309475850472876,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.02229214428504
T&E emphasis,10000000,8,Makai,216.0,0.151658,4,4: fence + fuelbreak + remove cattle,True,False,703316.802841,0.3976043102927558,0.3976043102927558,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.0174925186905
T&E emphasis,10000000,9,Makai,580.0,1.849683,7,7: full restoration,True,True,3896204.243028,1.0,1.0,-4.0,-4.0,9.0,0.01360741758358
T&E emphasis,10000000,10,Makai,2.0,0.359382,11,11: no change,True,False,0.0,0.11824067243097242,0.11824067243097242,0.5,0.6666666666666666,0.0,0.0029373513970799986
T&E emphasis,10000000,11,Middle,4.0,0.023327,11,11: no change,True,False,0.0,0.19218149272972923,0.19218149272972923,0.5,0.6666666666666666,0.0,0.0016922086307549992
T&E emphasis,10000000,12,Middle,5.0,1.376907,11,11: no change,True,False,0.0,0.1167773454001842,0.1167773454001842,0.5,0.6666666666666666,0.0,0.003011711649979999
T&E emphasis,10000000,13,Middle,1.0,0.053414,11,11: no change,True,False,0.0,0.049103319662106765,0.049103319662106765,0.5,0.6666666666666666,0.0,0.00425753079808
T&E emphasis,10000000,14,Middle,2.0,1.979633,11,11: no change,True,False,0.0,0.08554225049075949,0.08554225049075949,0.5,0.6666666666666666,0.0,0.00361407694812
T&E emphasis,10000000,15,Middle,0.0,2.936385,11,11: no change,True,False,0.0,0.0,0.10569211296489418,0.5,0.6666666666666666,0.0,0.0032335528229399998
T&E emphasis,10000000,16,Mauka,2.0,0.228544,11,11: no change,True,False,0.0,0.2000892519687673,0.2000892519687673,0.5,0.6666666666666666,0.0,0.001627318648204
T&E emphasis,10000000,17,Mauka,13.0,0.808116,11,11: no change,True,False,0.0,0.1326572902679764,0.1326572902679764,0.5,0.6666666666666666,0.0,0.0028944627779399993
T&E emphasis,10000000,18,Mauka,21.0,4.076177,11,11: no change,True,False,0.0,0.09582825796713683,0.09582825796713683,0.5,0.6666666666666666,0.0,0.003543164959624999
T&E emphasis,10000000,19,Mauka,28.0,8.64908,11,11: no change,True,False,0.0,0.09077496126482044,0.09077496126482044,0.5,0.6666666666666666,0.0,0.0035663500952199997
T&E emphasis,10000000,20,Mauka,5.0,0.176797,7,7: full restoration,True,False,925810.5096959999,1.0,1.0,0.0,0.0,0.6666666666666666,0.010818091095239998
T&E emphasis,10000000,21,Mauka,16.0,12.400562,4,4: fence + fuelbreak + remove cattle,True,False,627694.725568,0.4236384536041541,0.4236384536041541,0.0,0.3333333333333333,0.2222222222222222,0.0141529932336
T&E emphasis,10000000,22,Mauka,6.0,2.626016,11,11: no change,True,False,0.0,0.015850579251605202,0.015850579251605202,0.5,0.6666666666666666,0.0,0.004881877046539997
T&E emphasis,20000000,1,Makai,0.0,0.568207,11,11: no change,False,False,0.0,0.0,0.0,0.5,0.6666666666666666,0.0,0.0
T&E emphasis,20000000,2,Makai,3.0,0.14173,7,7: full restoration,False,False,1765902.968676,1.0,1.0,0.3333333333333333,0.4444444444444444,1.0,0.0278348740026
T&E emphasis,20000000,3,Makai,9.0,1.542957,4,4: fence + fuelbreak + remove cattle,False,False,543880.338968,0.4668872142475193,0.4668872142475193,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.0137463413853125
T&E emphasis,20000000,4,Makai,8.0,0.902437,7,7: full restoration,False,False,1772838.577836,1.0,1.0,0.3333333333333333,0.4444444444444444,1.0,0.01137804382805
T&E emphasis,20000000,5,Makai,58.0,1.647397,4,4: fence + fuelbreak + remove cattle,False,False,906962.9822219999,0.407859150766767,0.407859150766767,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.0112084817105625
T&E emphasis,20000000,6,Makai,6.0,0.397277,4,4: fence + fuelbreak + remove cattle,False,False,958827.220319,0.46724623886714717,0.46724623886714717,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.0173046738696
T&E emphasis,20000000,7,Makai,28.0,0.376842,4,4: fence + fuelbreak + remove cattle,False,False,915650.3311399999,0.4746154607869464,0.4746154607869464,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.0185767869042
T&E emphasis,20000000,8,Makai,216.0,0.151658,4,4: fence + fuelbreak + remove cattle,False,False,703316.802841,0.4393946129889147,0.4393946129889147,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.01457709890875
T&E emphasis,20000000,9,Makai,580.0,1.849683,7,7: full restoration,False,True,3896204.243028,1.0,1.0,-4.0,-4.0,9.0,0.012398781209800001
T&E emphasis,20000000,10,Makai,2.0,0.359382,4,4: fence + fuelbreak + remove cattle,False,False,847549.746576,0.40102991561987494,0.40102991561987494,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.0073433784927
T&E emphasis,20000000,11,Middle,4.0,0.023327,11,11: no change,False,False,0.0,0.15499377331882702,0.15499377331882702,0.5,0.6666666666666666,0.0,0.0
T&E emphasis,20000000,12,Middle,5.0,1.376907,4,4: fence + fuelbreak + remove cattle,False,False,823798.698198,0.41286460677813125,0.41286460677813125,0.16666666666666666,0.4444444444444444,0.1111111111111111,0.00752927912495
T&E emphasis,20000000,13,Middle,1.0,0.053414,4,4: fence + fuelbreak + remove cattle,False,False,754935.6952199999,0.42511269666542045,0.42511269666542045,0.16666666666666666,0.4444444444444444,0.1111111111111111,0.0106438269952
T&E emphasis,20000000,14,Middle,2.0,1.979633,4,4: fence + fuelbreak + remove cattle,False,False,675791.9152199998,0.41993440928792847,0.41993440928792847,0.16666666666666666,0.4444444444444444,0.1111111111111111,0.0090351923703
T&E emphasis,20000000,15,Middle,0.0,2.936385,11,11: no change,False,False,0.0,0.0,0.0358082525524048,0.5,0.6666666666666666,0.0,0.0
T&E emphasis,20000000,16,Mauka,2.0,0.228544,11,11: no change,False,False,0.0,0.16498039166083991,0.16498039166083991,0.5,0.6666666666666666,0.0,0.0
T&E emphasis,20000000,17,Mauka,13.0,0.808116,4,4: fence + fuelbreak + remove cattle,False,False,602616.797734,0.4588095595699386,0.4588095595699386,0.0,0.3333333333333333,0.2222222222222222,0.00723615694485
T&E emphasis,20000000,18,Mauka,21.0,4.076177,4,4: fence + fuelbreak + remove cattle,False,False,668248.045969,0.463225132969855,0.463225132969855,0.0,0.3333333333333333,0.2222222222222222,0.0088579123990625
T&E emphasis,20000000,19,Mauka,28.0,8.64908,7,7: full restoration,False,False,1949178.013702,1.0,1.0,0.0,0.0,0.6666666666666666,0.0082413344888
T&E emphasis,20000000,20,Mauka,5.0,0.176797,7,7: full restoration,False,False,925810.5096959999,1.0,1.0,0.0,0.0,0.6666666666666666,0.009156074086499998
T&E emphasis,20000000,21,Mauka,16.0,12.400562,4,4: fence + fuelbreak + remove cattle,False,False,627694.725568,0.4626649851409007,0.4626649851409007,0.0,0.3333333333333333,0.2222222222222222,0.011794161028
T&E emphasis,20000000,22,Mauka,6.0,2.626016,4,4: fence + fuelbreak + remove cattle,False,False,652397.948563,0.4345976640371664,0.4345976640371664,0.0,0.3333333333333333,0.2222222222222222,0.01220469261635
T&E emphasis,40000000,1,Makai,0.0,0.568207,11,11: no change,False,False,0.0,0.0,0.0,0.5,0.6666666666666666,0.0,0.0
T&E emphasis,40000000,2,Makai,3.0,0.14173,7,7: full restoration,False,False,1765902.968676,1.0,1.0,0.3333333333333333,0.4444444444444444,1.0,0.0278348740026
T&E emphasis,40000000,3,Makai,9.0,1.542957,7,7: full restoration,False,False,2048559.9606,1.0,1.0,0.3333333333333333,0.4444444444444444,1.0,0.016183133392475
T&E emphasis,40000000,4,Makai,8.0,0.902437,7,7: full restoration,False,False,1772838.577836,1.0,1.0,0.3333333333333333,0.4444444444444444,1.0,0.01137804382805
T&E emphasis,40000000,5,Makai,58.0,1.647397,6,6: Alt5 + weed control around T&E,False,False,1467222.199284,0.5280814262030251,0.5280814262030251,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.011240649216225002
T&E emphasis,40000000,6,Makai,6.0,0.397277,4,4: fence + fuelbreak + remove cattle,False,False,958827.220319,0.46724623886714717,0.46724623886714717,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.0173046738696
T&E emphasis,40000000,7,Makai,28.0,0.376842,4,4: fence + fuelbreak + remove cattle,False,False,915650.3311399999,0.4746154607869464,0.4746154607869464,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.0185767869042
T&E emphasis,40000000,8,Makai,216.0,0.151658,7,7: full restoration,False,False,3324988.721202,1.0,1.0,0.3333333333333333,0.4444444444444444,1.0,0.020537726758850003
T&E emphasis,40000000,9,Makai,580.0,1.849683,7,7: full restoration,False,True,3896204.243028,1.0,1.0,-4.0,-4.0,9.0,0.012398781209800001
T&E emphasis,40000000,10,Makai,2.0,0.359382,7,7: full restoration,False,False,3540459.4501688,1.0,1.0,0.3333333333333333,0.4444444444444444,1.0,0.00957359523835
T&E emphasis,40000000,11,Middle,4.0,0.023327,6,6: Alt5 + weed control around T&E,False,False,1179441.580318,0.5698698626155967,0.5698698626155967,0.16666666666666666,0.2222222222222222,0.1111111111111111,0.004233212591035
T&E emphasis,40000000,12,Middle,5.0,1.376907,6,6: Alt5 + weed control around T&E,False,False,1326785.89038,0.5505045812869669,0.5505045812869669,0.16666666666666666,0.2222222222222222,0.1111111111111111,0.00752990069059
T&E emphasis,40000000,13,Middle,1.0,0.053414,5,5: fence + fuelbreak + remove cattle + remove ungulates,False,False,1217793.14864,0.5541556366969432,0.5541556366969432,0.16666666666666666,0.2222222222222222,0.1111111111111111,0.0106438269952
T&E emphasis,40000000,14,Middle,2.0,1.979633,7,7: full restoration,False,False,3131783.4280568,1.0,1.0,0.16666666666666666,0.2222222222222222,0.3333333333333333,0.0097031031866
T&E emphasis,40000000,15,Middle,0.0,2.936385,11,11: no change,False,False,0.0,0.0,0.0358082525524048,0.5,0.6666666666666666,0.0,0.0
T&E emphasis,40000000,16,Mauka,2.0,0.228544,7,7: full restoration,False,False,2053707.6928078,1.0,1.0,0.0,0.0,0.6666666666666666,0.0031737553436150005
T&E emphasis,40000000,17,Mauka,13.0,0.808116,7,7: full restoration,False,False,1853228.690414,1.0,1.0,0.0,0.0,0.6666666666666666,0.005095936366750001
T&E emphasis,40000000,18,Mauka,21.0,4.076177,7,7: full restoration,False,False,2059505.089578,1.0,1.0,0.0,0.0,0.6666666666666666,0.006428542750987502
T&E emphasis,40000000,19,Mauka,28.0,8.64908,7,7: full restoration,False,False,1949178.013702,1.0,1.0,0.0,0.0,0.6666666666666666,0.0082413344888
T&E emphasis,40000000,20,Mauka,5.0,0.176797,7,7: full restoration,False,False,925810.5096959999,1.0,1.0,0.0,0.0,0.6666666666666666,0.009156074086499998
T&E emphasis,40000000,21,Mauka,16.0,12.400562,7,7: full restoration,False,False,2070067.255818,1.0,1.0,0.0,0.0,0.6666666666666666,0.012323075167850002
T&E emphasis,40000000,22,Mauka,6.0,2.626016,7,7: full restoration,False,False,2315086.461794,1.0,1.0,0.0,0.0,0.6666666666666666,0.01556158602045
